Rank,country,Capital,Continent,Area__km_,latitude,longitude,year,population
36,Afghanistan,Kabul,Asia,652230,34.5260109,69.1776838,_1950,7480461
140,Armenia,Yerevan,Asia,29743,40.1777112,44.5126233,_1950,1385041
91,Azerbaijan,Baku,Asia,86600,40.3755885,49.8328009,_1950,3158966
154,Bahrain,Manama,Asia,765,26.2235041,50.5822436,_1950,117149
8,Bangladesh,Dhaka,Asia,147570,23.7644025,90.389015,_1950,39728535
165,Bhutan,Thimphu,Asia,38394,27.4781469,89.62627973726109,_1950,176367
175,Brunei,Bandar Seri Begawan,Asia,5765,4.8895453,114.9417574,_1950,48269
73,Cambodia,Phnom Penh,Asia,181035,11.568271,104.9224426,_1950,4380380
1,China,Beijing,Asia,9706961,39.9057136,116.3912972,_1950,543979233
131,Georgia,Tbilisi,Asia,69700,41.6934591,44.8014495,_1950,3517264
104,Hong Kong,Hong Kong,Asia,1104,22.350627,114.1849161,_1950,1980524
2,India,New Delhi,Asia,3287590,28.6138954,77.2090057,_1950,357021100
4,Indonesia,Jakarta,Asia,1904569,-6.175247,106.8270488,_1950,69567619
17,Iran,Tehran,Asia,1648195,35.6892523,51.3896004,_1950,16832834
35,Iraq,Baghdad,Asia,438317,33.3061701,44.3872213,_1950,5656471
98,Israel,Jerusalem,Asia,20770,31.78847185,35.21879441094499,_1950,1284157
11,Japan,Tokyo,Asia,377930,35.6821936,139.762221,_1950,84353049
83,Jordan,Amman,Asia,89342,31.9515694,35.9239625,_1950,438386
66,Kazakhstan,Nursultan,Asia,2724900,51.1282205,71.4306682,_1950,6655675
129,Kuwait,Kuwait City,Asia,17818,29.3796532,47.9734174,_1950,153738
110,Kyrgyzstan,Bishkek,Asia,199951,42.8777895,74.6066926,_1950,1751225
103,Laos,Vientiane,Asia,236800,17.9640988,102.6133707,_1950,1684674
119,Lebanon,Beirut,Asia,10452,33.8959203,35.47843,_1950,1349588
45,Malaysia,Kuala Lumpur,Asia,330803,3.1516964,101.6942371,_1950,5972876
174,Maldives,Malé,Asia,300,46.0726871,9.1668764,_1950,74484
134,Mongolia,Ulaanbaatar,Asia,1564110,47.94093275,106.91795035225584,_1950,781260
26,Myanmar,Nay Pyi Taw,Asia,676578,19.7540045,96.1344976,_1950,17731818
49,Nepal,Kathmandu,Asia,147181,27.708317,85.3205817,_1950,8398945
56,North Korea,Pyongyang,Asia,120538,39.0167979,125.7473609,_1950,11103379
127,Oman,Muscat,Asia,309500,23.5882019,58.3829448,_1950,457317
5,Pakistan,Islamabad,Asia,881912,33.6938118,73.0651511,_1950,37696264
13,Philippines,Manila,Asia,342353,14.5906346,120.9799964,_1950,18469878
143,Qatar,Doha,Asia,11586,25.2856329,51.5264162,_1950,24288
41,Saudi Arabia,Riyadh,Asia,2149690,24.638916,46.7160104,_1950,3089693
113,Singapore,Singapore,Asia,710,1.357107,103.8194992,_1950,1006701
29,South Korea,Seoul,Asia,100210,37.5666791,126.9782914,_1950,20104010
61,Sri Lanka,Colombo,Asia,65610,6.9388614,79.8542005,_1950,7945977
60,Syria,Damascus,Asia,185180,33.5130695,36.3095814,_1950,3543537
57,Taiwan,Taipei,Asia,36193,25.0375198,121.5636796,_1950,7623130
95,Tajikistan,Dushanbe,Asia,143100,38.5762709,68.7863573,_1950,1526140
20,Thailand,Bangkok,Asia,513120,13.8245796,100.6224463,_1950,20411638
155,Timor-Leste,Dili,Asia,14874,-8.5536809,125.5784093,_1950,414791
18,Turkey,Ankara,Asia,783562,39.9207759,32.8540497,_1950,20977697
111,Turkmenistan,Ashgabat,Asia,488100,37.9404648,58.3823487,_1950,1214096
97,United Arab Emirates,Abu Dhabi,Asia,83600,24.4538352,54.3774014,_1950,74591
43,Uzbekistan,Tashkent,Asia,447400,41.3123363,69.2787079,_1950,6247550
16,Vietnam,Hanoi,Asia,331212,21.0283334,105.854041,_1950,25109200
46,Yemen,Sanaa,Asia,527968,15.3538569,44.2058841,_1950,4712810
34,Algeria,Algiers,Africa,2381741,36.7753606,3.0601882,_1950,9019866
42,Angola,Luanda,Africa,1246700,-8.8272699,13.2439512,_1950,4478184
77,Benin,Porto-Novo,Africa,112622,6.4990718,2.6253361,_1950,2264452
144,Botswana,Gaborone,Africa,582000,-24.6581357,25.9088474,_1950,413481
58,Burkina Faso,Ouagadougou,Africa,272967,12.3681873,-1.5270944,_1950,4213757
78,Burundi,Bujumbura,Africa,27834,-3.3638125,29.3675028,_1950,2254113
53,Cameroon,Yaounde,Africa,475442,3.8689867,11.5213344,_1950,4315816
171,Cape Verde,Praia,Africa,4033,14.9162811,-23.5095095,_1950,184999
117,Central African Republic,Bangui,Africa,622984,4.3635118,18.5835913,_1950,1436591
69,Chad,N'Djamena,Africa,1284000,12.1191543,15.0502758,_1950,2512688
163,Comoros,Moroni,Africa,1862,-11.6931255,43.2543044,_1950,161814
160,Djibouti,Djibouti,Africa,23200,11.8145966,42.8453061,_1950,62334
14,Egypt,Cairo,Africa,1002450,30.0443879,31.2357257,_1950,21150058
152,Equatorial Guinea,Malabo,Africa,28051,3.741877,8.7740663,_1950,226381
132,Eritrea,Asmara,Africa,117600,15.3389667,38.9326763,_1950,822576
159,Eswatini,Mbabane,Africa,17364,-26.325745,31.144663,_1950,271642
12,Ethiopia,Addis Ababa,Africa,1104300,9.0358287,38.7524127,_1950,17709951
146,Gabon,Libreville,Africa,267668,0.4086518,9.4418849,_1950,472905
142,Gambia,Banjul,Africa,10689,13.45535,-16.575646,_1950,306781
47,Ghana,Accra,Africa,238533,5.5571096,-0.2012376,_1950,5077596
75,Guinea,Conakry,Africa,245857,9.5170602,-13.6998434,_1950,2983557
149,Guinea-Bissau,Bissau,Africa,36125,11.861324,-15.583055,_1950,543413
27,Kenya,Nairobi,Africa,580367,-1.2832533,36.8172449,_1950,5774050
147,Lesotho,Maseru,Africa,30355,-29.310054,27.478222,_1950,579470
121,Liberia,Monrovia,Africa,111369,6.328034,-10.797788,_1950,915894
107,Libya,Tripoli,Africa,1759540,32.896672,13.1777923,_1950,1130677
50,Madagascar,Antananarivo,Africa,587041,-18.9100122,47.5255809,_1950,3953896
62,Malawi,Lilongwe,Africa,118484,-13.9875107,33.768144,_1950,2949739
59,Mali,Bamako,Africa,1240192,12.61326555,-7.984739136241295,_1950,4694916
126,Mauritania,Nouakchott,Africa,1030700,18.061891799999998,-15.931148157832908,_1950,658555
157,Mauritius,Port Louis,Africa,2040,-20.1624522,57.5028044,_1950,525443
182,Mayotte,Mamoudzou,Africa,374,-12.7804136,45.2279761,_1950,20544
40,Morocco,Rabat,Africa,446550,34.02236,-6.8340222,_1950,8946209
48,Mozambique,Maputo,Africa,801590,-25.966213,32.56745,_1950,5920215
145,Namibia,Windhoek,Africa,825615,-22.5776104,17.0772739,_1950,514774
54,Niger,Niamey,Africa,1267000,13.524834,2.109823,_1950,2569191
6,Nigeria,Abuja,Africa,923768,9.0643305,7.4892974,_1950,37189369
76,Rwanda,Kigali,Africa,26338,-1.950851,30.061507,_1950,2154218
72,Senegal,Dakar,Africa,196722,14.693425,-17.447938,_1950,2496065
196,Seychelles,Victoria,Africa,452,-36.5986096,144.6780052,_1950,38106
102,Sierra Leone,Freetown,Africa,71740,8.479004,-13.26795,_1950,2000790
70,Somalia,Mogadishu,Africa,637657,2.0349312,45.3419183,_1950,2213052
24,South Africa,Pretoria,Africa,1221037,-25.7459277,28.1879101,_1950,13043844
86,South Sudan,Juba,Africa,619745,4.8459246,31.5959173,_1950,2492077
32,Sudan,Khartoum,Africa,1886068,15.5635972,32.5349123,_1950,6191323
22,Tanzania,Dodoma,Africa,945087,-6.1791181,35.7468174,_1950,7632399
100,Togo,Lomé,Africa,56785,6.130419,1.215829,_1950,1398525
79,Tunisia,Tunis,Africa,163610,36.8002068,10.1857757,_1950,3606288
31,Uganda,Kampala,Africa,241550,0.3177137,32.5813539,_1950,5750637
172,Western Sahara,El Aaiún,Africa,266000,27.154512,-13.1953921,_1950,12982
63,Zambia,Lusaka,Africa,752612,-15.357609,29.1653092,_1950,2318448
74,Zimbabwe,Harare,Africa,390757,-17.8567035,31.0601584,_1950,2791326
138,Albania,Tirana,Europe,28748,41.3281482,19.8184435,_1950,1252582
203,Andorra,Andorra la Vella,Europe,468,42.49791845,1.5032263738029337,_1950,6005
99,Austria,Vienna,Europe,83871,48.2083537,16.3725042,_1950,6936440
96,Belarus,Minsk,Europe,207600,53.9024716,27.5618225,_1950,7906860
81,Belgium,Brussels,Europe,30528,50.8550018,4.3512333761166175,_1950,8617344
137,Bosnia and Herzegovina,Sarajevo,Europe,51209,43.8519774,18.3866868,_1950,2692907
108,Bulgaria,Sofia,Europe,110879,-15.2538402,48.2562163,_1950,7157632
130,Croatia,Zagreb,Europe,56594,45.84264135,15.962231476593626,_1950,3864691
158,Cyprus,Nicosia,Europe,9251,35.1746503,33.3638783,_1950,493956
115,Denmark,Copenhagen,Europe,43094,55.6867243,12.5700724,_1950,4267694
156,Estonia,Tallinn,Europe,45227,59.4372155,24.7453688,_1950,1102078
209,Faroe Islands,Tórshavn,Europe,1393,62.012,-6.768,_1950,31655
118,Finland,Helsinki,Europe,338424,60.1674881,24.9427473,_1950,4008289
23,France,Paris,Europe,551695,48.8534951,2.3483915,_1950,41842355
19,Germany,Berlin,Europe,357114,52.5170365,13.3888599,_1950,70964095
219,Gibraltar,Gibraltar,Europe,6,36.1285933,-5.3474761,_1950,21402
90,Greece,Athens,Europe,131990,33.9597677,-83.376398,_1950,7669099
94,Hungary,Budapest,Europe,93028,47.4978789,19.0402383,_1950,9337714
179,Iceland,Reykjavík,Europe,103000,64.145981,-21.9422367,_1950,142650
125,Ireland,Dublin,Europe,70273,53.3493795,-6.2605593,_1950,2906599
202,Isle of Man,Douglas,Europe,572,39.7628415,-88.2170516,_1950,54813
25,Italy,Rome,Europe,301336,41.8933203,12.4829321,_1950,46391938
151,Latvia,Riga,Europe,64559,56.9493977,24.1051846,_1950,1922525
216,Liechtenstein,Vaduz,Europe,160,47.1392862,9.5227962,_1950,13765
141,Lithuania,Vilnius,Europe,65300,54.6870458,25.2829111,_1950,2564798
168,Luxembourg,Luxembourg,Europe,2586,49.6112768,6.129799,_1950,296584
173,Malta,Valletta,Europe,316,35.8989818,14.5136759,_1950,291873
135,Moldova,Chisinau,Europe,33846,47.0245117,28.8322923,_1950,2370311
217,Monaco,Monaco,Europe,2,43.7323492,7.4276832,_1950,19729
169,Montenegro,Podgorica,Europe,13812,42.4415238,19.2621081,_1950,402260
71,Netherlands,Amsterdam,Europe,41850,52.3730796,4.8924534,_1950,10093554
150,North Macedonia,Skopje,Europe,25713,41.9961816,21.4319213,_1950,1251433
120,Norway,Oslo,Europe,323802,59.9133301,10.7389701,_1950,3281416
37,Poland,Warsaw,Europe,312679,52.2337172,21.071432235636493,_1950,24786236
92,Portugal,Lisbon,Europe,92090,38.7077507,-9.1365919,_1950,8416952
64,Romania,Bucharest,Europe,238391,44.4361414,26.1027202,_1950,16392971
9,Russia,Moscow,Europe,17098242,55.625578,37.6063916,_1950,102580107
218,San Marino,San Marino,Europe,61,43.9458623,12.458306,_1950,12963
105,Serbia,Belgrade,Europe,88361,44.8178131,20.4568974,_1950,6017683
116,Slovakia,Bratislava,Europe,49037,48.15926025,17.139658691421687,_1950,3465617
148,Slovenia,Ljubljana,Europe,20273,46.0500268,14.5069289,_1950,1445033
30,Spain,Madrid,Europe,505992,40.4167047,-3.7035825,_1950,28069694
87,Sweden,Stockholm,Europe,450295,59.3251172,18.0710935,_1950,7014610
101,Switzerland,Bern,Europe,41284,46.9484742,7.4521749,_1950,4692639
38,Ukraine,Kiev,Europe,603500,50.4500336,30.5241361,_1950,37302996
21,United Kingdom,London,Europe,242900,51.4893335,-0.14405508452768728,_1950,50055065
213,American Samoa,Pago Pago,Oceania,199,-14.2754786,-170.7048298,_1950,19032
55,Australia,Canberra,Oceania,7692024,-35.2975906,149.1012676,_1950,8177167
223,Cook Islands,Avarua,Oceania,236,-21.2074736,-159.7708145,_1950,14683
162,Fiji,Suva,Oceania,18272,-18.1415884,178.4421662,_1950,308308
183,French Polynesia,Papeete,Oceania,4167,-17.5373835,-149.5659964,_1950,64535
191,Guam,Hagåtña,Oceania,549,13.4748148,144.7516191,_1950,60991
192,Kiribati,Tarawa,Oceania,811,1.4845541999999998,172.96896482000938,_1950,37846
215,Marshall Islands,Majuro,Oceania,181,7.0909924,171.3816354,_1950,13066
194,Micronesia,Palikir,Oceania,702,6.920744,158.1627143,_1950,161656
225,Nauru,Yaren,Oceania,21,-0.5469030500000001,166.92235277906863,_1950,3354
185,New Caledonia,Nouméa,Oceania,18575,-22.2745264,166.442419,_1950,63860
123,New Zealand,Wellington,Oceania,270467,-41.2887953,174.7772114,_1950,1911608
232,Niue,Alofi,Oceania,260,-19.0534159,-169.919199,_1950,4485
210,Northern Mariana Islands,Saipan,Oceania,464,15.1909825,145.746743003024,_1950,7063
222,Palau,Ngerulmud,Oceania,459,7.5006446,134.6242864,_1950,7430
93,Papua New Guinea,Port Moresby,Oceania,462840,-9.4743301,147.1599504,_1950,1542854
188,Samoa,Apia,Oceania,2842,-13.8344639,-171.7649144,_1950,87951
166,Solomon Islands,Honiara,Oceania,28896,-9.437797549999999,159.9624174786047,_1950,105209
233,Tokelau,Nukunonu,Oceania,12,-9.2004722,-171.8479453,_1950,1599
197,Tonga,Nuku‘alofa,Oceania,747,-21.1343401,-175.201808,_1950,49830
227,Tuvalu,Funafuti,Oceania,26,-8.5199633,179.1982548,_1950,4732
181,Vanuatu,Port-Vila,Oceania,12189,-17.7414972,168.3150163,_1950,51568
224,Anguilla,The Valley,North America,91,51.486391499999996,0.03615848943681707,_1950,5017
201,Antigua and Barbuda,Saint John’s,North America,442,17.1184569,-61.8448509,_1950,45435
198,Aruba,Oranjestad,North America,180,12.5268736,-70.0356845,_1950,38797
176,Bahamas,Nassau,North America,13943,25.0782266,-77.3383438,_1950,81644
186,Barbados,Bridgetown,North America,430,13.0977832,-59.6184184,_1950,210548
177,Belize,Belmopan,North America,22966,17.250199,-88.770018,_1950,69116
206,Bermuda,Hamilton,North America,54,43.2560802,-79.8728583,_1950,37142
221,British Virgin Islands,Road Town,North America,151,18.425766,-64.6230914,_1950,7358
39,Canada,Ottawa,North America,9984670,45.4208777,-75.6901106,_1950,13743069
205,Cayman Islands,George Town,North America,264,5.4141619,100.3287352,_1950,6912
124,Costa Rica,San José,North America,51100,9.9325427,-84.0795782,_1950,948487
85,Cuba,Havana,North America,109884,23.135305,-82.3589631,_1950,5926645
204,Dominica,Roseau,North America,751,48.7710371,-95.7697882,_1950,50188
84,Dominican Republic,Santo Domingo,North America,48671,18.4801972,-69.942111,_1950,2381740
112,El Salvador,San Salvador,North America,21041,13.6989939,-89.1914249,_1950,2182409
208,Greenland,Nuuk,North America,2166086,64.1766835,-51.7359356,_1950,23119
193,Grenada,Saint George's,North America,344,12.0535331,-61.751805,_1950,77020
178,Guadeloupe,Basse-Terre,North America,1628,16.0000778,-61.7333373,_1950,215261
68,Guatemala,Guatemala City,North America,108889,14.6424667,-90.5131361,_1950,3099869
82,Haiti,Port-au-Prince,North America,27750,18.547327,-72.3395928,_1950,3247231
89,Honduras,Tegucigalpa,North America,112492,14.1057433,-87.2040052,_1950,1557932
139,Jamaica,Kingston,North America,10991,17.9712148,-76.7928128,_1950,1407470
180,Martinique,Fort-de-France,North America,1128,14.6027962,-61.0676724,_1950,231994
10,Mexico,Mexico City,North America,1964375,19.4326296,-99.1331785,_1950,27600133
230,Montserrat,Brades,North America,102,16.7890601,-62.208731,_1950,12989
106,Nicaragua,Managua,North America,130373,12.1544035,-86.2737642,_1950,1330442
128,Panama,Panama City,North America,75417,30.1586518,-85.6602936,_1950,861079
136,Puerto Rico,San Juan,North America,8870,18.465299,-66.116666,_1950,2229742
228,Saint Barthelemy,Gustavia,North America,21,17.8957043,-62.8508372,_1950,2007
190,Saint Lucia,Castries,North America,616,43.6779101,3.9868904,_1950,86695
220,Saint Martin,Marigot,North America,53,18.0668544,-63.0848869,_1950,2978
214,Sint Maarten,Philipsburg,North America,34,18.0250713,-63.0483073,_1950,1458
153,Trinidad and Tobago,Port-of-Spain,North America,5130,10.6572678,-61.5180173,_1950,648616
3,United States,"Washington, D.C.",North America,9372610,38.8950368,-77.0365427,_1950,148281550
33,Argentina,Buenos Aires,South America,2780400,-34.6037181,-58.38153,_1950,17017742
80,Bolivia,Sucre,South America,1098581,-19.0477251,-65.2594306,_1950,3089843
7,Brazil,Brasilia,South America,8515767,-10.3333333,-53.2,_1950,37189369
65,Chile,Santiago,South America,756102,9.8694792,-83.7980749,_1950,6623645
28,Colombia,Bogota,South America,1141748,4.6529539,-74.0835643,_1950,11769748
67,Ecuador,Quito,South America,276841,-0.2201641,-78.5123274,_1950,3518733
231,Falkland Islands,Stanley,South America,12173,-51.6930616,-57.856525,_1950,2191
184,French Guiana,Cayenne,South America,83534,4.9371544,-52.3258736,_1950,23398
164,Guyana,Georgetown,South America,214969,6.8137426,-58.1624465,_1950,417719
109,Paraguay,Asunción,South America,406752,-25.2800459,-57.6343814,_1950,1504810
44,Peru,Lima,South America,1285216,-12.0621065,-77.0365256,_1950,7678967
170,Suriname,Paramaribo,South America,163820,5.8241764499999995,-55.16628130970069,_1950,195765
133,Uruguay,Montevideo,South America,181034,-34.9058916,-56.1913095,_1950,2234144
51,Venezuela,Caracas,South America,916445,10.5060934,-66.9146008,_1950,5488614
36,Afghanistan,Kabul,Asia,652230,34.5260109,69.1776838,_1955,7971931
140,Armenia,Yerevan,Asia,29743,40.1777112,44.5126233,_1955,1604376
91,Azerbaijan,Baku,Asia,86600,40.3755885,49.8328009,_1955,3550017
154,Bahrain,Manama,Asia,765,26.2235041,50.5822436,_1955,134865
8,Bangladesh,Dhaka,Asia,147570,23.7644025,90.389015,_1955,44315548
165,Bhutan,Thimphu,Asia,38394,27.4781469,89.62627973726109,_1955,196014
175,Brunei,Bandar Seri Begawan,Asia,5765,4.8895453,114.9417574,_1955,64267
73,Cambodia,Phnom Penh,Asia,181035,11.568271,104.9224426,_1955,4931224
1,China,Beijing,Asia,9706961,39.9057136,116.3912972,_1955,603320147
131,Georgia,Tbilisi,Asia,69700,41.6934591,44.8014495,_1955,3738231
104,Hong Kong,Hong Kong,Asia,1104,22.350627,114.1849161,_1955,2490487
2,India,New Delhi,Asia,3287590,28.6138954,77.2090057,_1955,398577992
4,Indonesia,Jakarta,Asia,1904569,-6.175247,106.8270488,_1955,77741502
17,Iran,Tehran,Asia,1648195,35.6892523,51.3896004,_1955,18873864
35,Iraq,Baghdad,Asia,438317,33.3061701,44.3872213,_1955,6405686
98,Israel,Jerusalem,Asia,20770,31.78847185,35.21879441094499,_1955,1564960
11,Japan,Tokyo,Asia,377930,35.6821936,139.762221,_1955,90090281
83,Jordan,Amman,Asia,89342,31.9515694,35.9239625,_1955,622010
66,Kazakhstan,Nursultan,Asia,2724900,51.1282205,71.4306682,_1955,7858733
129,Kuwait,Kuwait City,Asia,17818,29.3796532,47.9734174,_1955,183458
110,Kyrgyzstan,Bishkek,Asia,199951,42.8777895,74.6066926,_1955,1944992
103,Laos,Vientiane,Asia,236800,17.9640988,102.6133707,_1955,1893389
119,Lebanon,Beirut,Asia,10452,33.8959203,35.47843,_1955,1556327
45,Malaysia,Kuala Lumpur,Asia,330803,3.1516964,101.6942371,_1955,6786077
174,Maldives,Malé,Asia,300,46.0726871,9.1668764,_1955,81823
134,Mongolia,Ulaanbaatar,Asia,1564110,47.94093275,106.91795035225584,_1955,844997
26,Myanmar,Nay Pyi Taw,Asia,676578,19.7540045,96.1344976,_1955,19522788
49,Nepal,Kathmandu,Asia,147181,27.708317,85.3205817,_1955,9284895
56,North Korea,Pyongyang,Asia,120538,39.0167979,125.7473609,_1955,10360269
127,Oman,Muscat,Asia,309500,23.5882019,58.3829448,_1955,492416
5,Pakistan,Islamabad,Asia,881912,33.6938118,73.0651511,_1955,41023128
13,Philippines,Manila,Asia,342353,14.5906346,120.9799964,_1955,23027910
143,Qatar,Doha,Asia,11586,25.2856329,51.5264162,_1955,28668
41,Saudi Arabia,Riyadh,Asia,2149690,24.638916,46.7160104,_1955,3581910
113,Singapore,Singapore,Asia,710,1.357107,103.8194992,_1955,1267611
29,South Korea,Seoul,Asia,100210,37.5666791,126.9782914,_1955,22075008
61,Sri Lanka,Colombo,Asia,65610,6.9388614,79.8542005,_1955,8749627
60,Syria,Damascus,Asia,185180,33.5130695,36.3095814,_1955,3989101
57,Taiwan,Taipei,Asia,36193,25.0375198,121.5636796,_1955,9229462
95,Tajikistan,Dushanbe,Asia,143100,38.5762709,68.7863573,_1955,1805209
20,Thailand,Bangkok,Asia,513120,13.8245796,100.6224463,_1955,23173970
155,Timor-Leste,Dili,Asia,14874,-8.5536809,125.5784093,_1955,437426
18,Turkey,Ankara,Asia,783562,39.9207759,32.8540497,_1955,23821353
111,Turkmenistan,Ashgabat,Asia,488100,37.9404648,58.3823487,_1955,1363507
97,United Arab Emirates,Abu Dhabi,Asia,83600,24.4538352,54.3774014,_1955,101803
43,Uzbekistan,Tashkent,Asia,447400,41.3123363,69.2787079,_1955,7141923
16,Vietnam,Hanoi,Asia,331212,21.0283334,105.854041,_1955,28263031
46,Yemen,Sanaa,Asia,527968,15.3538569,44.2058841,_1955,5091603
34,Algeria,Algiers,Africa,2381741,36.7753606,3.0601882,_1955,10242288
42,Angola,Luanda,Africa,1246700,-8.8272699,13.2439512,_1955,4938118
77,Benin,Porto-Novo,Africa,112622,6.4990718,2.6253361,_1955,2360081
144,Botswana,Gaborone,Africa,582000,-24.6581357,25.9088474,_1955,461880
58,Burkina Faso,Ouagadougou,Africa,272967,12.3681873,-1.5270944,_1955,4472824
78,Burundi,Bujumbura,Africa,27834,-3.3638125,29.3675028,_1955,2495193
53,Cameroon,Yaounde,Africa,475442,3.8689867,11.5213344,_1955,4670538
171,Cape Verde,Praia,Africa,4033,14.9162811,-23.5095095,_1955,195389
117,Central African Republic,Bangui,Africa,622984,4.3635118,18.5835913,_1955,1545898
69,Chad,N'Djamena,Africa,1284000,12.1191543,15.0502758,_1955,2756169
163,Comoros,Moroni,Africa,1862,-11.6931255,43.2543044,_1955,177885
160,Djibouti,Djibouti,Africa,23200,11.8145966,42.8453061,_1955,72997
14,Egypt,Cairo,Africa,1002450,30.0443879,31.2357257,_1955,23841701
152,Equatorial Guinea,Malabo,Africa,28051,3.741877,8.7740663,_1955,245800
132,Eritrea,Asmara,Africa,117600,15.3389667,38.9326763,_1955,895009
159,Eswatini,Mbabane,Africa,17364,-26.325745,31.144663,_1955,307078
12,Ethiopia,Addis Ababa,Africa,1104300,9.0358287,38.7524127,_1955,19703738
146,Gabon,Libreville,Africa,267668,0.4086518,9.4418849,_1955,489459
142,Gambia,Banjul,Africa,10689,13.45535,-16.575646,_1955,349374
47,Ghana,Accra,Africa,238533,5.5571096,-0.2012376,_1955,5887163
75,Guinea,Conakry,Africa,245857,9.5170602,-13.6998434,_1955,3234056
149,Guinea-Bissau,Bissau,Africa,36125,11.861324,-15.583055,_1955,563713
27,Kenya,Nairobi,Africa,580367,-1.2832533,36.8172449,_1955,6558870
147,Lesotho,Maseru,Africa,30355,-29.310054,27.478222,_1955,641361
121,Liberia,Monrovia,Africa,111369,6.328034,-10.797788,_1955,1013790
107,Libya,Tripoli,Africa,1759540,32.896672,13.1777923,_1955,1225687
50,Madagascar,Antananarivo,Africa,587041,-18.9100122,47.5255809,_1955,4467590
62,Malawi,Lilongwe,Africa,118484,-13.9875107,33.768144,_1955,3240318
59,Mali,Bamako,Africa,1240192,12.61326555,-7.984739136241295,_1955,5014680
126,Mauritania,Nouakchott,Africa,1030700,18.061891799999998,-15.931148157832908,_1955,738577
157,Mauritius,Port Louis,Africa,2040,-20.1624522,57.5028044,_1955,596866
182,Mayotte,Mamoudzou,Africa,374,-12.7804136,45.2279761,_1955,22942
40,Morocco,Rabat,Africa,446550,34.02236,-6.8340222,_1955,10242168
48,Mozambique,Maputo,Africa,801590,-25.966213,32.56745,_1955,6318904
145,Namibia,Windhoek,Africa,825615,-22.5776104,17.0772739,_1955,547430
54,Niger,Niamey,Africa,1267000,13.524834,2.109823,_1955,3018555
6,Nigeria,Abuja,Africa,923768,9.0643305,7.4892974,_1955,40839223
76,Rwanda,Kigali,Africa,26338,-1.950851,30.061507,_1955,2537919
72,Senegal,Dakar,Africa,196722,14.693425,-17.447938,_1955,2847262
196,Seychelles,Victoria,Africa,452,-36.5986096,144.6780052,_1955,39788
102,Sierra Leone,Freetown,Africa,71740,8.479004,-13.26795,_1955,2135644
70,Somalia,Mogadishu,Africa,637657,2.0349312,45.3419183,_1955,2529910
24,South Africa,Pretoria,Africa,1221037,-25.7459277,28.1879101,_1955,14594129
86,South Sudan,Juba,Africa,619745,4.8459246,31.5959173,_1955,2695349
32,Sudan,Khartoum,Africa,1886068,15.5635972,32.5349123,_1955,7193065
22,Tanzania,Dodoma,Africa,945087,-6.1791181,35.7468174,_1955,8725576
100,Togo,Lomé,Africa,56785,6.130419,1.215829,_1955,1518825
79,Tunisia,Tunis,Africa,163610,36.8002068,10.1857757,_1955,3975544
31,Uganda,Kampala,Africa,241550,0.3177137,32.5813539,_1955,6601785
172,Western Sahara,El Aaiún,Africa,266000,27.154512,-13.1953921,_1955,20690
63,Zambia,Lusaka,Africa,752612,-15.357609,29.1653092,_1955,2677209
74,Zimbabwe,Harare,Africa,390757,-17.8567035,31.0601584,_1955,3263625
138,Albania,Tirana,Europe,28748,41.3281482,19.8184435,_1955,1453730
203,Andorra,Andorra la Vella,Europe,468,42.49791845,1.5032263738029337,_1955,6116
99,Austria,Vienna,Europe,83871,48.2083537,16.3725042,_1955,6946260
96,Belarus,Minsk,Europe,207600,53.9024716,27.5618225,_1955,7976356
81,Belgium,Brussels,Europe,30528,50.8550018,4.3512333761166175,_1955,8834526
137,Bosnia and Herzegovina,Sarajevo,Europe,51209,43.8519774,18.3866868,_1955,2958430
108,Bulgaria,Sofia,Europe,110879,-15.2538402,48.2562163,_1955,7517922
130,Croatia,Zagreb,Europe,56594,45.84264135,15.962231476593626,_1955,4049659
158,Cyprus,Nicosia,Europe,9251,35.1746503,33.3638783,_1955,534125
115,Denmark,Copenhagen,Europe,43094,55.6867243,12.5700724,_1955,4426508
156,Estonia,Tallinn,Europe,45227,59.4372155,24.7453688,_1955,1168276
209,Faroe Islands,Tórshavn,Europe,1393,62.012,-6.768,_1955,32127
118,Finland,Helsinki,Europe,338424,60.1674881,24.9427473,_1955,4235413
23,France,Paris,Europe,551695,48.8534951,2.3483915,_1955,43593851
19,Germany,Berlin,Europe,357114,52.5170365,13.3888599,_1955,71222628
219,Gibraltar,Gibraltar,Europe,6,36.1285933,-5.3474761,_1955,21541
90,Greece,Athens,Europe,131990,33.9597677,-83.376398,_1955,8146022
94,Hungary,Budapest,Europe,93028,47.4978789,19.0402383,_1955,9823331
179,Iceland,Reykjavík,Europe,103000,64.145981,-21.9422367,_1955,157735
125,Ireland,Dublin,Europe,70273,53.3493795,-6.2605593,_1955,2886368
202,Isle of Man,Douglas,Europe,572,39.7628415,-88.2170516,_1955,52283
25,Italy,Rome,Europe,301336,41.8933203,12.4829321,_1955,48130728
151,Latvia,Riga,Europe,64559,56.9493977,24.1051846,_1955,2032505
216,Liechtenstein,Vaduz,Europe,160,47.1392862,9.5227962,_1955,14945
141,Lithuania,Vilnius,Europe,65300,54.6870458,25.2829111,_1955,2699051
168,Luxembourg,Luxembourg,Europe,2586,49.6112768,6.129799,_1955,305514
173,Malta,Valletta,Europe,316,35.8989818,14.5136759,_1955,323596
135,Moldova,Chisinau,Europe,33846,47.0245117,28.8322923,_1955,2714714
